0,0.006519
1,0.000462
2,0.000291
3,0.000209
4,0.000176
5,0.000159
6,0.000146
7,0.000133
8,0.000118
9,0.000102
10,9.1e-05
11,9.6e-05
12,0.000128
13,0.000195
14,0.000288
15,0.000389
16,0.000492
17,0.000607
18,0.000735
19,0.000869
20,0.001011
21,0.001145
22,0.001246
23,0.001301
24,0.001321
25,0.00133
26,0.001345
27,0.001363
28,0.001391
29,0.001427
30,0.001467
31,0.001505
32,0.001541
33,0.001573
34,0.001606
35,0.001648
36,0.001704
37,0.001774
38,0.001861
39,0.001967
40,0.002092
41,0.00224
42,0.002418
43,0.002629
44,0.002873
45,0.003146
46,0.003447
47,0.003787
48,0.004167
49,0.004586
50,0.005038
51,0.00552
52,0.006036
53,0.006587
54,0.00717
55,0.007801
56,0.008466
57,0.009133
58,0.009792
59,0.010462
60,0.011197
61,0.012009
62,0.012867
63,0.013772
64,0.014749
65,0.015852
66,0.017097
67,0.018463
68,0.019959
69,0.021616
70,0.023528
71,0.025693
72,0.028041
73,0.030567
74,0.033347
75,0.036572
76,0.040276
77,0.044348
78,0.048797
79,0.053739
80,0.059403
81,0.065873
82,0.073082
83,0.08107
84,0.089947
85,0.099842
86,0.110863
87,0.123088
88,0.136563
89,0.151299
90,0.167291
91,0.18452
92,0.202954
93,0.222555
94,0.243272
95,0.263821
96,0.283833
97,0.302916
98,0.320672
99,0.336706
100,0.353541
101,0.371218
102,0.389779
103,0.409268
104,0.429732
105,0.451218
106,0.473779
107,0.497468
108,0.522341
109,0.548458
110,0.575881
111,0.604675
112,0.634909
113,0.666655
114,0.699987
115,0.734987
116,0.771736
117,0.810323
118,0.850839
119,0.893381
