,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986
0,5.54573566667,4.12050666667,3.90691166667,3.457759,4.503999,5.653088,4.30416166667,5.510031,5.170224,3.30489533333,5.23479266667,4.3334,4.06099033333,3.648364,4.55872466667,4.91958066667,4.78137166667,5.23896033333,3.52500433333,4.18355966667,4.39861833333,4.92155633333,4.96006,4.7628,4.80730933333,4.303698,5.78164966667,5.181249,4.41716433333,4.003115,5.42651466667,4.57959666667,4.37464866667,5.03509533333,4.091889,4.892642,4.76370433333,4.60469733333,3.97156266667,4.85614966667,4.48607466667,3.87362733333,4.354257,4.66892233333,4.73885566667,3.68593733333,3.244678,5.11285266667,4.91317133333,3.93243233333,4.201143,4.38853533333,4.74259,3.96525466667,4.96894033333,4.824034,4.45724433333,5.21117766667,4.95167
1,5.22885749851,3.70039281748,3.12977878672,3.55157102844,5.82649400442,5.58241154141,5.41008503786,6.58716343094,3.87492164798,3.87872603219,5.202708285,4.03468749591,3.40784160762,3.78621286329,5.13611092024,5.40090875945,5.7528764981,4.18975760474,3.37755126703,4.20957224999,4.95320546984,5.60610444456,5.42193507893,5.25253654144,4.74130234498,5.67356516727,6.93861418164,5.24703214636,4.05341304157,4.92860597399,5.71005015444,4.59306015561,5.03515623263,4.71663589214,4.56401723261,5.35139519256,5.02845878893,4.18733333903,4.39029160371,4.99390332092,3.97669151933,3.86071100082,4.65252749676,5.07080020304,3.99157080521,2.79289343237,3.7196823758,5.78460654289,4.41540521168,3.78091269339,4.21344954644,4.75420446309,4.30342814894,4.49324887649,5.50611930938,4.93329384638,5.32226434338,5.95389429654,4.88247743695
2,4.68160280312,2.98674087903,3.20857988408,4.4877382405,5.75762033688,7.11328589263,6.44908015651,4.87942261094,4.59280056934,3.84620160565,4.83993122398,3.38915959845,3.52451610204,4.22182456393,5.63804679184,6.52321116103,4.58416258723,4.00962566813,3.38594665178,4.72528055574,5.63024736515,6.13731963571,5.99597917199,5.18384417559,6.27913230779,6.78612107641,7.03990207048,4.80865902038,4.97971214932,5.16904174597,5.74283639115,5.2887810033,4.72134755019,5.28314467532,4.97489189429,5.65693560633,4.56969246083,4.62993681026,4.5032333991,4.41486505074,3.96719633975,4.1069051148,5.0452923703,4.26589847135,3.00697159781,3.15637123939,4.14663426701,5.18559622853,4.24073459557,3.78086018211,4.54581551371,4.31747481008,4.89890579982,4.95328350697,5.64336186475,5.91970927699,6.08667320487,5.86930362969,5.24260238835
3,3.73237359625,3.05972309518,3.99996559638,4.42997456669,7.32713138929,8.55272385652,4.80187694597,5.85261329336,4.5617123247,3.59319065917,4.0336987519,3.49925582485,3.90811973483,4.59714266912,6.80685205347,5.17481008281,4.38319124105,4.02746410352,3.75380267469,5.34808503718,6.15195599168,6.80120831587,5.92281326613,6.88727973523,7.52217666857,6.87693964405,6.43927104262,5.95669729213,5.21655698163,5.19722675046,6.66180413958,4.96227120628,5.27937676765,5.77816318362,5.24463422748,5.13634672176,5.05983677208,4.74940792451,3.99152572689,4.41239704338,4.22126389007,4.42865798839,4.25138529684,3.20134215162,3.41088234893,3.48300432188,3.74331994897,4.97496646583,4.2395969119,4.05211362601,4.13490549838,4.91815192373,5.40820038529,5.07073181931,6.81177377907,6.79689402481,5.99401493041,6.32549556054,6.20064416909
4,3.85062150184,3.78262712588,3.94642556001,5.53140496598,8.79983218504,6.30624593003,5.74344566109,5.82485842841,4.25803843562,3.04074112513,4.17754352453,3.87136846205,4.2364909081,5.47995285764,5.39623635177,4.94341228921,4.40522081163,4.50015458381,4.19287732049,5.82353748169,6.80811563054,6.72384477902,7.9103168393,8.25720601508,7.62161921233,6.30039520566,8.07304270802,6.25265119374,5.24876625635,5.99341525024,6.24864072658,5.54934575935,5.76693842192,6.10341307824,4.77134192136,5.69901584471,5.19351583042,4.20395763297,3.9871812343,4.70763358385,4.54971803466,3.75612529574,3.19943716028,3.63979535578,3.77765733049,3.15862343702,3.58970420291,4.97358916569,4.54969099857,3.69642421967,4.702226373,5.42111747323,5.54542550809,6.08526258394,7.8576384257,6.68880209657,6.45724321069,7.53070832213,5.80422346534
5,4.8557972015,3.73117254369,4.87099350824,6.55859512401,6.50815081614,7.62442550087,5.7164977228,5.43236795619,3.57405809965,3.11913978298,4.6539493032,4.18864893849,5.01376363015,4.38893298912,5.15117915859,4.97254367256,4.93612009013,5.05816618022,4.52129103539,6.42574078251,6.73226333103,9.01342483176,9.50136234744,8.36371024514,6.98640718805,7.86504930493,8.50090884112,6.30671139947,6.04310618674,5.63053529796,7.02810367135,6.06294145365,6.08414937691,5.54648316099,5.2692331429,5.85493864262,4.58740491398,4.20468441202,4.23736570884,5.08459474281,3.85959962617,2.86692437623,3.62838226156,4.04182920086,3.41971867512,3.02688259309,3.56917272432,5.34823666682,4.14477579056,4.1794133164,5.16629594342,5.56058250262,6.67948668202,6.99576987371,7.72785762704,7.215975155,7.68407637,7.04666208997,6.87706126367
6,4.80169074809,4.57071521597,5.72889392243,4.93633176447,7.86260124202,7.60465309009,5.33795852288,4.51677259229,3.67797709703,3.41471389773,5.06216173451,4.94152008258,4.03641907811,4.18827083741,5.18075294573,5.59237638799,5.55569267024,5.47619591588,4.94124803968,6.35348934442,8.99490647439,10.8372348735,9.62321567649,7.67250875365,8.73091152582,8.26726414903,8.60227015946,7.29583834962,5.6826812747,6.30121981773,7.71377293737,6.39486365666,5.53418431711,6.14277464132,5.4021582076,5.15879309495,4.59605617336,4.47305263283,4.5539135762,4.30130628722,2.94476092605,3.21553759848,4.02449496358,3.65421889265,3.27334376266,2.99683063072,3.78515749767,4.86435588889,4.7178850014,4.56362107907,5.2967141722,6.69399347103,7.70322705275,6.86928164816,8.35196107044,8.60966850554,7.19416262628,8.39850985724,7.13157296747
7,5.9736946973,5.34634320797,4.36025173208,5.8773125547,7.84556072095,7.09891447392,4.44432004136,4.66710901773,4.05621676426,3.66265219731,6.02043717972,3.98431470182,3.84949485045,4.19812983103,5.82786402425,6.30743598762,6.0178260828,6.01374410053,4.87771341464,8.43404684604,10.7851603484,10.9735631284,8.83344182613,9.5904306866,9.1762156468,8.37046197111,10.0200772013,6.86294246963,6.3496579861,6.88987088608,8.15878170061,5.81884120786,6.11526851476,6.30604429262,4.76742152501,5.17914377868,4.8992231891,4.80853788161,3.87280054674,3.25743504612,3.30146996414,3.53795663421,3.63974603526,3.49388362003,3.23893124298,3.1456911643,3.46369050893,5.58258906964,5.16608719017,4.66967602102,6.35687534804,7.72159297031,7.55770212712,7.40105428278,9.99742933597,8.06264061179,8.56863976642,8.72971529346,7.59744845333
8,7.05942502779,4.10027236757,5.14476207285,5.85325347651,7.33193994564,5.86158936038,4.58278966403,5.19321746211,4.37582165398,4.26121697416,4.81456445234,3.79674834076,3.85054671548,4.67461612721,6.56535686421,6.83898927918,6.61623796087,5.94538275926,6.34630348773,10.0674481923,10.9090724691,10.0816628655,11.0566155148,10.0757131542,9.30504071325,9.72309203795,9.42866674342,7.69621133064,6.935187769,7.2655953731,7.41460494602,6.42514917333,6.27154389507,5.54868570998,4.78460433405,5.53520562941,5.27346216165,4.08631989235,2.96702815422,3.6701785471,3.63428468236,3.20921850861,3.47627950479,3.45401296192,3.40184162945,2.88999537245,3.90331983016,6.13557440108,5.29879767457,5.56263860528,7.32129717405,7.5666504223,8.14986109116,8.81557633099,9.36452292963,9.62421430239,8.90784191972,9.33041409736,7.29197802964
9,5.35565322861,4.80932915111,5.11754270035,5.48250405046,6.05375157392,6.06634463199,5.08510599971,5.64143893126,5.13652350618,3.46773887986,4.5831783634,3.79369405355,4.26314288428,5.20976846235,7.10955933932,7.53209111728,6.54592345,7.80863552948,7.48468209006,10.1679284254,10.037711425,12.6242523388,11.6159420129,10.2318094389,10.8131744064,9.1602947751,10.629451684,8.43106710339,7.30498085853,6.61521067487,8.22018047304,6.58744954271,5.51866991821,5.58275247025,5.09831327268,5.9691526392,4.47344949612,3.12254591033,3.31059389569,4.06022901314,3.29481913517,3.06169444095,3.4298641013,3.62662708534,3.12159337332,3.21422884983,4.2268967642,6.31180147562,6.34958243122,6.37608796754,7.16403368118,8.15188525057,9.72393958279,8.26542793002,11.2089180095,10.0167161052,9.52450524144,8.94633134923,9.16030253532
